#@ TextLoader{
#@   header+
#@   sep=semicolon
#@   col=V1:R4:0
#@   col=V2:R4:1
#@   col=V3:R4:2
#@   col=V4:R4:3
#@   col=V5:R4:4
#@   col=V6:R4:5
#@   col=V7:R4:6
#@   col=V8:R4:7
#@   col=V9:R4:8
#@   col=V10:R4:9
#@   col=V11:R4:10
#@   col=V12:R4:11
#@   col=V13:R4:12
#@   col=V14:R4:13
#@   col=V15:R4:14
#@   col=V16:R4:15
#@   col=V17:R4:16
#@   col=V18:R4:17
#@   col=V19:R4:18
#@   col=V20:R4:19
#@   col=V21:R4:20
#@   col=V22:R4:21
#@   col=V23:R4:22
#@   col=V24:R4:23
#@   col=V25:R4:24
#@   col=V26:R4:25
#@   col=V27:R4:26
#@   col=V28:R4:27
#@   col=Amount:R4:28
#@   col=Label:BL:29
#@   col=Features:R4:30-58
#@   col=FeaturesNormalized:R4:59-87
#@ }
V1;V2;V3;V4;V5;V6;V7;V8;V9;V10;V11;V12;V13;V14;V15;V16;V17;V18;V19;V20;V21;V22;V23;V24;V25;V26;V27;V28;Amount;Label;V1;V2;V3;V4;V5;V6;V7;V8;V9;V10;V11;V12;V13;V14;V15;V16;V17;V18;V19;V20;V21;V22;V23;V24;V25;V26;V27;V28;Amount;V1;V2;V3;V4;V5;V6;V7;V8;V9;V10;V11;V12;V13;V14;V15;V16;V17;V18;V19;V20;V21;V22;V23;V24;V25;V26;V27;V28;Amount
-1.1376089;-0.031042842;2.6711278;0.9069632;-0.041505445;0.8077818;-0.25560474;0.42414677;-0.23487885;-0.45023203;0.5178503;0.91933364;1.1375585;-0.4099381;0.50802654;0.45653495;-0.81424475;1.362233;0.5993819;0.47346544;0.40562466;1.004468;-0.16176671;-0.38194984;0.43374372;-0.28322336;0.110970475;0.10040404;100;0;-1.1376089;-0.031042842;2.6711278;0.9069632;-0.041505445;0.8077818;-0.25560474;0.42414677;-0.23487885;-0.45023203;0.5178503;0.91933364;1.1375585;-0.4099381;0.50802654;0.45653495;-0.81424475;1.362233;0.5993819;0.47346544;0.40562466;1.004468;-0.16176671;-0.38194984;0.43374372;-0.28322336;0.110970475;0.10040404;100;-0.18252027;-0.0072141876;0.36266118;0.22758846;-0.0089444965;0.42176974;-0.03776815;0.08012259;-0.08717634;-0.08384316;0.15406942;0.16731018;1.0842949;-0.06995355;0.51154345;0.11472808;-0.120155305;0.5197378;0.46678385;0.4206022;0.12890455;0.7927844;-0.1275136;-0.6925835;0.624061;-0.5969203;0.10946556;0.21626563;0.42575234
2.2176394;-1.5891834;-0.9026387;-1.7451092;-1.1379243;0.12664899;-1.425066;0.093225315;-1.208427;1.711886;0.28014427;-0.482517;-0.026835717;-0.27814317;-0.5969904;-0.13888326;0.11332557;0.63995725;0.1504694;-0.37426433;-0.10882389;0.07826883;0.2277043;0.25788897;-0.2835394;-0.20164408;0.012976635;-0.04895318;39;0;2.2176394;-1.5891834;-0.9026387;-1.7451092;-1.1379243;0.12664899;-1.425066;0.093225315;-1.208427;1.711886;0.28014427;-0.482517;-0.026835717;-0.27814317;-0.5969904;-0.13888326;0.11332557;0.63995725;0.1504694;-0.37426433;-0.10882389;0.07826883;0.2277043;0.25788897;-0.2835394;-0.20164408;0.012976635;-0.04895318;39;0.35580257;-0.3693176;-0.122551985;-0.4379083;-0.2452247;0.06612765;-0.21056771;0.01761054;-0.4485131;0.31879103;0.08334777;-0.087813616;-0.025579195;-0.047463518;-0.6011232;-0.034901623;0.016723067;0.24416524;0.11718186;-0.33247706;-0.034583434;0.061774302;0.1794893;0.46762592;-0.4079503;-0.4249842;0.012800654;-0.105442874;0.16604342
-0.7691717;1.3422122;-2.1714542;-0.1515133;-0.64837444;-0.97350425;-1.7066576;0.31374452;-1.9823018;-3.158127;1.3415717;-3.2994723;1.2476474;-6.393373;-0.0532048;-3.2580464;-3.348896;0.21733071;-0.91740793;-0.10229425;-0.036122296;-0.7535912;-0.047113396;0.35849276;-0.2874068;0.47650596;0.25053057;0.25098723;40;1;-0.7691717;1.3422122;-2.1714542;-0.1515133;-0.64837444;-0.97350425;-1.7066576;0.31374452;-1.9823018;-3.158127;1.3415717;-3.2994723;1.2476474;-6.393373;-0.0532048;-3.2580464;-3.348896;0.21733071;-0.91740793;-0.10229425;-0.036122296;-0.7535912;-0.047113396;0.35849276;-0.2874068;0.47650596;0.25053057;0.25098723;40;-0.12340747;0.31192282;-0.2948201;-0.03801993;-0.13972583;-0.50829893;-0.2521757;0.059267275;-0.73574024;-0.58811307;0.39914078;-0.60047334;1.1892291;-1.090992;-0.053573124;-0.8187531;-0.49418512;0.08291899;-0.71445465;-0.09087292;-0.011479401;-0.5947779;-0.037137423;0.65004915;-0.41351464;1.0042819;0.24713303;0.54061484;0.17030093
-1.5157939;1.7328049;0.6895844;2.6791544;2.0176427;0.13009287;1.624213;-0.26037365;-2.7820868;1.3488786;0.7271196;0.1264761;0.4549683;0.52303714;-1.2943391;0.46368986;-0.9043273;-0.025743045;-0.6344605;-0.35673136;0.115684584;0.3340372;-0.21024737;0.7753516;1.0718874;0.19575462;-0.46015057;-0.014991372;0.76;0;-1.5157939;1.7328049;0.6895844;2.6791544;2.0176427;0.13009287;1.624213;-0.26037365;-2.7820868;1.3488786;0.7271196;0.1264761;0.4549683;0.52303714;-1.2943391;0.46368986;-0.9043273;-0.025743045;-0.6344605;-0.35673136;0.115684584;0.3340372;-0.21024737;0.7753516;1.0718874;0.19575462;-0.46015057;-0.014991372;0.76;-0.24319704;0.40269443;0.093625434;0.67229253;0.43480557;0.06792581;0.23999366;-0.04918536;-1.0325841;0.25119102;0.21633066;0.023017475;0.43366545;0.08925325;-1.3032994;0.11652612;-0.13344848;-0.009821839;-0.49410218;-0.31690168;0.036763713;0.26364154;-0.16572878;1.4059325;1.5422082;0.41257158;-0.4539103;-0.03229072;0.0032357178
1.8896179;1.0730985;-1.6780175;4.1732683;1.0155158;-0.0093890345;-0.0797056;0.06407082;-0.7145167;0.04222752;-0.40840277;-0.92937005;0.058686316;-3.5128455;-0.16461298;2.069853;1.7333816;1.580758;-2.3351853;-0.15357026;0.20372798;0.7337957;-0.03655975;0.33430576;0.14717104;0.27955648;0.031668782;0.035883322;3.22;1;1.8896179;1.0730985;-1.6780175;4.1732683;1.0155158;-0.0093890345;-0.0797056;0.06407082;-0.7145167;0.04222752;-0.40840277;-0.92937005;0.058686316;-3.5128455;-0.16461298;2.069853;1.7333816;1.580758;-2.3351853;-0.15357026;0.20372798;0.7337957;-0.03655975;0.33430576;0.14717104;0.27955648;0.031668782;0.035883322;3.22;0.30317414;0.24938226;-0.2278258;1.0472174;0.21884546;-0.004902327;-0.011777298;0.012103169;-0.26519608;0.007863698;-0.12150689;-0.16913672;0.055938464;-0.5994467;-0.16575254;0.52015793;0.2557892;0.6031124;-1.8185847;-0.13642389;0.06474326;0.57915413;-0.028818445;0.6061913;0.21174647;0.58919203;0.03123931;0.07729101;0.013709226
0.22441447;2.9944985;-3.4324582;3.9865189;3.760233;0.16564015;1.0993778;-0.6545571;-2.4354157;-2.2767332;1.8460785;-1.9611946;-0.85116637;-7.1223164;1.0196049;2.1310146;6.4436493;1.5925382;-3.6819036;-0.20084628;0.49133712;-0.98422265;-0.42197937;-1.0480579;0.7264115;0.26862463;0.28368947;0.41910163;0;1;0.22441447;2.9944985;-3.4324582;3.9865189;3.760233;0.16564015;1.0993778;-0.6545571;-2.4354157;-2.2767332;1.8460785;-1.9611946;-0.85116637;-7.1223164;1.0196049;2.1310146;6.4436493;1.5925382;-3.6819036;-0.20084628;0.49133712;-0.98422265;-0.42197937;-1.0480579;0.7264115;0.26862463;0.28368947;0.41910163;0;0.036005512;0.69590515;-0.46602765;1.0003555;0.8103368;0.08648623;0.16244403;-0.123647794;-0.90391546;-0.42397803;0.5492403;-0.3569192;-0.81131244;-1.215382;1.0266633;0.53552794;0.95086724;0.607607;-2.8673756;-0.17842145;0.15614334;-0.7768056;-0.3326278;-1.9004265;1.045145;0.5661521;0.27984226;0.90272546;0
1.2914885;0.25312728;-0.41297722;0.11580457;0.7713621;0.7265154;-0.08761938;0.15679076;-0.20768578;-0.17409906;0.41471925;0.7726706;1.053072;-0.29130822;0.70291567;0.857265;-0.64206743;0.23427504;0.37993717;-0.0041177366;-0.3144208;-0.8702095;-0.07526747;-1.7335172;0.3649772;0.21170114;-0.0086567355;0.0011375191;2.28;0;1.2914885;0.25312728;-0.41297722;0.11580457;0.7713621;0.7265154;-0.08761938;0.15679076;-0.20768578;-0.17409906;0.41471925;0.7726706;1.053072;-0.29130822;0.70291567;0.857265;-0.64206743;0.23427504;0.37993717;-0.0041177366;-0.3144208;-0.8702095;-0.07526747;-1.7335172;0.3649772;0.21170114;-0.0086567355;0.0011375191;2.28;0.20720904;0.058825403;-0.056070253;0.029059373;0.1662299;0.37933785;-0.012946637;0.029618245;-0.07708351;-0.032421093;0.12338615;0.14061888;1.0037643;-0.049710058;0.70778173;0.21543229;-0.09474769;0.08938382;0.2958857;-0.0036579843;-0.09992062;-0.68681985;-0.059330042;-3.1433587;0.5251212;0.4461804;-0.008539339;0.0024501635;0.009707154
-2.5896173;7.0167146;-13.705407;10.343228;-2.954461;-3.0551157;-9.301289;3.3495734;-5.654212;-11.853867;11.669205;-17.228662;0.055571567;-18.493773;-0.3041721;-10.629498;-14.441211;-5.1054864;1.2702262;1.4888552;1.8877378;0.33399817;0.28765905;-1.1864064;-0.6902727;0.6317038;1.9342208;0.78968716;1;1;-2.5896173;7.0167146;-13.705407;10.343228;-2.954461;-3.0551157;-9.301289;3.3495734;-5.654212;-11.853867;11.669205;-17.228662;0.055571567;-18.493773;-0.3041721;-10.629498;-14.441211;-5.1054864;1.2702262;1.4888552;1.8877378;0.33399817;0.28765905;-1.1864064;-0.6902727;0.6317038;1.9342208;0.78968716;1;-0.41548344;1.6306463;-1.8607943;2.5954738;-0.6366916;-1.5951774;-1.3743582;0.63274443;-2.098586;-2.207452;3.4717903;-3.1354566;0.052969556;-3.155855;-0.3062778;-2.6712124;-2.1310399;-1.9479151;0.98922086;1.322622;0.59990925;0.26361072;0.226749;-2.1512916;-0.9931493;1.3313762;1.9079901;1.7009494;0.0042575235
-1.1415589;1.9276501;-3.9053562;-0.073942594;-0.04485782;-1.756999;-1.2174165;0.3645633;-2.7701478;-3.2161877;1.2867492;-3.2727046;1.0422156;-5.7489433;-0.66813654;-3.8659756;-2.7050521;-0.10390718;-0.7168114;-0.25058293;0.10208133;-0.5314959;-0.32874098;0.3930996;0.56843466;0.7866045;-0.14610164;0.07621149;25;1;-1.1415589;1.9276501;-3.9053562;-0.073942594;-0.04485782;-1.756999;-1.2174165;0.3645633;-2.7701478;-3.2161877;1.2867492;-3.2727046;1.0422156;-5.7489433;-0.66813654;-3.8659756;-2.7050521;-0.10390718;-0.7168114;-0.25058293;0.10208133;-0.5314959;-0.32874098;0.3930996;0.56843466;0.7866045;-0.14610164;0.07621149;25;-0.18315402;0.4479754;-0.5302334;-0.018554755;-0.009666939;-0.91738755;-0.17988543;0.068867095;-1.0281528;-0.59892523;0.38283017;-0.59560186;0.9934162;-0.9810238;-0.67276186;-0.97152686;-0.39917526;-0.03964409;-0.55823505;-0.22260492;0.0324407;-0.41948742;-0.2591321;0.7128012;0.81785136;1.6578443;-0.1441203;0.164156;0.106438085
1.9311212;-1.6033262;-0.9747047;-0.94896966;-1.4075732;-0.8030534;-0.6768981;-0.2049878;0.9391189;0.24066009;-1.6445436;0.014103122;-0.6180572;-0.3621863;-1.0614791;-2.4202094;0.603261;1.0184921;-0.0908318;-0.42926157;-0.09624851;0.3898555;-0.07809772;0.13416654;0.041594386;1.009564;-0.05020816;-0.048431545;126;0;1.9311212;-1.6033262;-0.9747047;-0.94896966;-1.4075732;-0.8030534;-0.6768981;-0.2049878;0.9391189;0.24066009;-1.6445436;0.014103122;-0.6180572;-0.3621863;-1.0614791;-2.4202094;0.603261;1.0184921;-0.0908318;-0.42926157;-0.09624851;0.3898555;-0.07809772;0.13416654;0.041594386;1.009564;-0.05020816;-0.048431545;126;0.309833;-0.37260428;-0.13233645;-0.23812932;-0.30333453;-0.41930085;-0.10001845;-0.038722806;0.3485582;0.04481623;-0.4892802;0.0025666372;-0.58911806;-0.06180499;-1.0688274;-0.6082031;0.089021154;0.38858905;-0.07073756;-0.38133377;-0.030587072;0.30769658;-0.061561007;0.24328202;0.059845094;2.1277528;-0.04952727;-0.1043193;0.53644794
-0.7668581;0.5151744;1.0691539;-1.5539877;0.9844263;1.9322917;0.0078949025;0.7876651;0.4884213;-0.72709125;0.5218495;0.099252276;-1.2677339;0.24852087;0.59199417;-0.22403523;-0.20605122;-0.5664915;-0.58869624;-0.10150815;-0.10112864;-0.19692206;-0.046235595;-1.0071216;-0.45524073;-0.18663771;0.2565184;0.1752261;3.78;0;-0.7668581;0.5151744;1.0691539;-1.5539877;0.9844263;1.9322917;0.0078949025;0.7876651;0.4884213;-0.72709125;0.5218495;0.099252276;-1.2677339;0.24852087;0.59199417;-0.22403523;-0.20605122;-0.5664915;-0.58869624;-0.10150815;-0.10112864;-0.19692206;-0.046235595;-1.0071216;-0.45524073;-0.18663771;0.2565184;0.1752261;3.78;-0.123036265;0.11972372;0.1451599;-0.3899493;0.21214561;1.0089138;0.0011665506;0.1487923;0.18127975;-0.13540046;0.15525925;0.018062992;-1.2083752;0.04240864;0.5960924;-0.05630047;-0.030406272;-0.21613558;-0.45846212;-0.090174586;-0.03213794;-0.15542232;-0.03644549;-1.8261974;-0.65499043;-0.39335683;0.25303966;0.3774289;0.016093438
-1.4698166;-0.46071133;-0.10658766;-0.47849533;1.238562;-1.0449767;0.5640034;-0.021863999;0.24788545;0.29272068;0.42828548;0.23818244;-0.90940535;0.31754702;-0.7894891;0.24816912;-0.7367216;-0.13140537;0.39110684;-0.51434684;-0.46075895;-0.45584556;1.0980922;-0.43564382;-0.19253138;0.20641351;0.5271845;-0.058170784;1.79;0;-1.4698166;-0.46071133;-0.10658766;-0.47849533;1.238562;-1.0449767;0.5640034;-0.021863999;0.24788545;0.29272068;0.42828548;0.23818244;-0.90940535;0.31754702;-0.7894891;0.24816912;-0.7367216;-0.13140537;0.39110684;-0.51434684;-0.46075895;-0.45584556;1.0980922;-0.43564382;-0.19253138;0.20641351;0.5271845;-0.058170784;1.79;-0.23582034;-0.10706681;-0.014471494;-0.12007103;0.2669123;-0.54561704;0.08333713;-0.004130175;0.0920038;0.05451106;0.12742233;0.043346994;-0.8668245;0.054187555;-0.7949545;0.06236536;-0.108715475;-0.050135575;0.30458435;-0.45691913;-0.14642583;-0.35977975;0.8655779;-0.78994596;-0.27700993;0.4350362;0.52003515;-0.12529717;0.007620967
1.9795071;-0.9932802;0.06704925;-1.3708833;-1.5153855;-0.7210884;-1.143848;0.033731926;2.6887693;-1.0011634;-0.68545455;0.7582483;0.1605823;-0.36350295;1.6553636;-0.04524213;-0.45073712;0.5179502;0.27794912;-0.15783186;0.25684527;1.0172077;0.1741252;0.032131527;-0.35727635;-0.17738186;0.07094177;-0.027550828;19.99;0;1.9795071;-0.9932802;0.06704925;-1.3708833;-1.5153855;-0.7210884;-1.143848;0.033731926;2.6887693;-1.0011634;-0.68545455;0.7582483;0.1605823;-0.36350295;1.6553636;-0.04524213;-0.45073712;0.5179502;0.27794912;-0.15783186;0.25684527;1.0172077;0.1741252;0.032131527;-0.35727635;-0.17738186;0.07094177;-0.027550828;19.99;0.31759614;-0.2308329;0.009103331;-0.34400207;-0.32656825;-0.3765042;-0.16901495;0.0063720616;0.9979488;-0.18643875;-0.20393458;0.13799416;0.1530634;-0.062029667;1.6668231;-0.011369431;-0.06651373;0.19761544;0.21645992;-0.14020966;0.08162355;0.80283934;0.13725525;0.05826358;-0.5140414;-0.37384924;0.0699797;-0.059343204;0.08510789
0.67072296;-2.1997612;-4.5630865;0.75672114;2.6608095;3.1341052;1.4386433;0.2761058;-0.5245466;0.07262964;-0.12150881;0.16259405;-0.30993912;1.2770908;0.16855331;-0.83813506;-0.27880248;-0.4400689;-0.6481725;1.2633911;0.745223;0.56714153;-0.8311325;0.78947824;0.64780515;-0.25259146;-0.17328982;0.042374533;736.66;0;0.67072296;-2.1997612;-4.5630865;0.75672114;2.6608095;3.1341052;1.4386433;0.2761058;-0.5245466;0.07262964;-0.12150881;0.16259405;-0.30993912;1.2770908;0.16855331;-0.83813506;-0.27880248;-0.4400689;-0.6481725;1.2633911;0.745223;0.56714153;-0.8311325;0.78947824;0.64780515;-0.25259146;-0.17328982;0.042374533;736.66;0.10761215;-0.5112125;-0.61953396;0.18988752;0.57340914;1.6364205;0.2125739;0.05215721;-0.19468783;0.013525244;-0.036150973;0.029590607;-0.29542693;0.21792813;0.16972016;-0.2106249;-0.041141927;-0.16790111;-0.50478077;1.1223314;0.23682642;0.447621;-0.6551452;1.4315482;0.9320479;-0.5323607;-0.17093977;0.09127278;3.136347
-0.71612173;-0.2102121;0.23879997;-0.5829038;1.3928202;0.1198863;0.7048025;0.08403664;0.4552386;-0.15352711;-0.3768753;-0.54352283;-1.6856964;0.27020568;0.67786855;-1.0290642;0.4595751;-2.0147774;-1.1693397;-0.29195666;-0.2738814;-0.24833822;0.76865417;-1.0271289;-0.6642318;0.22502145;0.08496711;-0.2150188;8.99;0;-0.71612173;-0.2102121;0.23879997;-0.5829038;1.3928202;0.1198863;0.7048025;0.08403664;0.4552386;-0.15352711;-0.3768753;-0.54352283;-1.6856964;0.27020568;0.67786855;-1.0290642;0.4595751;-2.0147774;-1.1693397;-0.29195666;-0.2738814;-0.24833822;0.76865417;-1.0271289;-0.6642318;0.22502145;0.08496711;-0.2150188;8.99;-0.11489602;-0.04885215;0.032422066;-0.14627074;0.30015522;0.06259662;0.1041416;0.015874773;0.16896385;-0.028590143;-0.112126924;-0.098916106;-1.6067674;0.04610903;0.6825612;-0.25860575;0.06781792;-0.7687054;-0.9106529;-0.2593592;-0.0870375;-0.19600293;0.60589635;-1.8624763;-0.95568216;0.47425425;0.08381484;-0.4631405;0.038275134
-0.24939783;0.45710954;2.2014117;0.6658392;-0.84864444;0.02595729;-0.11933581;-0.0035494748;-0.5745698;0.41550902;2.1585827;-1.9383475;2.5354528;1.4709816;-0.15755674;-1.450463;0.5245896;2.485483;-0.2729634;-0.26596034;-0.1807953;0.18292166;0.036321413;0.44892555;-0.5222083;-0.3084729;0.18314305;0.15932423;48;0;-0.24939783;0.45710954;2.2014117;0.6658392;-0.84864444;0.02595729;-0.11933581;-0.0035494748;-0.5745698;0.41550902;2.1585827;-1.9383475;2.5354528;1.4709816;-0.15755674;-1.450463;0.5245896;2.485483;-0.2729634;-0.26596034;-0.1807953;0.18292166;0.036321413;0.44892555;-0.5222083;-0.3084729;0.18314305;0.15932423;48;-0.040013894;0.106229775;0.29888746;0.16708209;-0.18288438;0.013553164;-0.017633056;-0.0006705064;-0.21325417;0.07737696;0.64221567;-0.35276124;2.4167361;0.25101447;-0.15864746;-0.36450407;0.07741189;0.9482955;-0.21257716;-0.2362654;-0.057455424;0.14437239;0.028630575;0.8140295;-0.7513419;-0.6501362;0.18065938;0.343177;0.20436113
-1.6770642;-1.183245;1.8472207;-2.1692324;0.6074501;-0.84664613;-0.5269939;0.2834465;-1.0358279;-0.04069915;0.47835132;-0.21874161;-0.02787502;-0.37376967;-0.99189466;1.6922337;-0.43498403;-0.7649496;0.4494706;0.64939636;0.06903821;-0.32357472;0.07317841;-0.3839834;0.5274213;-0.42916533;0.19529748;0.13118556;73;0;-1.6770642;-1.183245;1.8472207;-2.1692324;0.6074501;-0.84664613;-0.5269939;0.2834465;-1.0358279;-0.04069915;0.47835132;-0.21874161;-0.02787502;-0.37376967;-0.99189466;1.6922337;-0.43498403;-0.7649496;0.4494706;0.64939636;0.06903821;-0.32357472;0.07317841;-0.3839834;0.5274213;-0.42916533;0.19529748;0.13118556;73;-0.26907158;-0.27497968;0.25079864;-0.5443355;0.13090658;-0.44206208;-0.0778686;0.053543888;-0.38445216;-0.0075790817;0.1423178;-0.03980894;-0.026569834;-0.06378163;-0.9987613;0.42526147;-0.0641891;-0.29185405;0.35003662;0.5768901;0.021939838;-0.25538394;0.05768333;-0.69627094;0.75884223;-0.904507;0.19264898;0.28256762;0.3107992
-3.0584168;-2.5028574;1.3332144;1.5198363;0.5375917;0.26489094;0.9983391;-0.23608924;-0.121799365;-0.076953925;0.50046647;-0.043179687;-0.63822275;0.07794131;0.58814;0.32647383;-0.70848423;0.7626748;1.1338953;-0.038959194;-0.30957225;-0.590954;-0.08542595;-0.47278807;0.2821113;-0.6543729;0.2668603;-0.2654743;570.24;0;-3.0584168;-2.5028574;1.3332144;1.5198363;0.5375917;0.26489094;0.9983391;-0.23608924;-0.121799365;-0.076953925;0.50046647;-0.043179687;-0.63822275;0.07794131;0.58814;0.32647383;-0.70848423;0.7626748;1.1338953;-0.038959194;-0.30957225;-0.590954;-0.08542595;-0.47278807;0.2821113;-0.6543729;0.2668603;-0.2654743;570.24;-0.49069858;-0.58165044;0.1810116;0.38137951;0.11585196;0.13830836;0.14751457;-0.044597965;-0.04520638;-0.014330522;0.14889742;-0.007858302;-0.6083394;0.013300233;0.59221154;0.08204348;-0.10454859;0.29098612;0.88304967;-0.034609333;-0.0983798;-0.46641517;-0.06733753;-0.857299;0.40589556;-1.3791535;0.26324132;-0.5718193;2.4278102
-1.3130637;0.80976593;0.95444244;-0.4388476;-0.5794012;-0.1735122;-0.28756666;-1.080964;1.2071682;0.4449918;-0.96991616;0.347877;0.74464834;-0.76312625;0.48845214;0.36607355;-0.6543474;0.12574357;0.048060033;-0.61787754;1.0162866;0.5659657;0.50937766;0.05845979;-1.7089983;0.27051908;-0.68437666;0.28494936;19.5;0;-1.3130637;0.80976593;0.95444244;-0.4388476;-0.5794012;-0.1735122;-0.28756666;-1.080964;1.2071682;0.4449918;-0.96991616;0.347877;0.74464834;-0.76312625;0.48845214;0.36607355;-0.6543474;0.12574357;0.048060033;-0.61787754;1.0162866;0.5659657;0.50937766;0.05845979;-1.7089983;0.27051908;-0.68437666;0.28494936;19.5;-0.2106706;0.1881852;0.12958543;-0.11012205;-0.124861985;-0.09059649;-0.042490844;-0.20419733;0.4480459;0.08286731;-0.28856683;0.063310385;0.7097819;-0.13022307;0.49183357;0.09199496;-0.09655981;0.047975406;0.03742797;-0.5488905;0.32296845;0.44669297;0.40152004;0.10600419;-2.4588695;0.57014483;-0.67509556;0.6137677;0.08302171
-4.599447;2.7625399;-4.65653;5.201403;-2.4703877;-0.35761794;-3.7671888;0.061466444;-1.8361999;-1.4706453;2.1439307;-5.839736;0.15301163;-6.1773643;-0.78541565;-4.510523;-10.340513;-4.1811776;-0.37613568;-1.0006577;1.5814804;0.26133272;0.621415;0.9941099;-0.6878531;-0.33753124;-1.6127911;1.2314247;93.35;1;-4.599447;2.7625399;-4.65653;5.201403;-2.4703877;-0.35761794;-3.7671888;0.061466444;-1.8361999;-1.4706453;2.1439307;-5.839736;0.15301163;-6.1773643;-0.78541565;-4.510523;-10.340513;-4.1811776;-0.37613568;-1.0006577;1.5814804;0.26133272;0.621415;0.9941099;-0.6878531;-0.33753124;-1.6127911;1.2314247;93.35;-0.73794454;0.64199924;-0.63222086;1.305212;-0.53237295;-0.18672422;-0.55663973;0.011611195;-0.68151385;-0.27386665;0.6378565;-1.0627778;0.14584722;-1.0541314;-0.79085284;-1.1335027;-1.5259141;-1.5952601;-0.29292518;-0.8889325;0.5025829;0.20625894;0.4898342;1.8026036;-0.989668;-0.7113794;-1.5909194;2.6524315;0.3974398
-5.3137736;2.664274;-4.250707;0.39470708;-0.39138338;0.68352616;-5.133671;-7.9077897;0.21547467;-2.2977343;1.961481;-1.9444411;-0.69255894;-4.346348;-1.7269292;-1.8204048;-3.7464895;-0.8803993;0.26791456;-2.642902;8.664662;-2.7163825;0.4835591;0.0792348;0.31106523;0.55554426;0.17674;0.36290658;1;1;-5.3137736;2.664274;-4.250707;0.39470708;-0.39138338;0.68352616;-5.133671;-7.9077897;0.21547467;-2.2977343;1.961481;-1.9444411;-0.69255894;-4.346348;-1.7269292;-1.8204048;-3.7464895;-0.8803993;0.26791456;-2.642902;8.664662;-2.7163825;0.4835591;0.0792348;0.31106523;0.55554426;0.17674;0.36290658;1;-0.8525526;0.6191628;-0.577122;0.099045664;-0.08434381;0.35689172;-0.75855106;-1.4938052;0.07997439;-0.4278889;0.58357453;-0.3538702;-0.66013145;-0.741679;-1.7388842;-0.4574711;-0.5528566;-0.33590198;0.20864525;-2.3478174;2.7535663;-2.1439266;0.38116843;0.1436752;0.44755384;1.1708627;0.17434317;0.7816839;0.0042575235
2.0142612;-0.1274115;-1.012974;0.32592997;-0.16988194;-0.9532922;0.052589457;-0.16857424;0.34237722;0.2554048;0.9656608;0.9233215;-0.47837213;0.56521124;-0.6189637;0.084613636;-0.47974077;-0.350722;0.403781;-0.24646448;-0.23705955;-0.60511553;0.34539065;0.065333836;-0.3555333;0.17426826;-0.07714266;-0.07027458;0.89;0;2.0142612;-0.1274115;-1.012974;0.32592997;-0.16988194;-0.9532922;0.052589457;-0.16857424;0.34237722;0.2554048;0.9656608;0.9233215;-0.47837213;0.56521124;-0.6189637;0.084613636;-0.47974077;-0.350722;0.403781;-0.24646448;-0.23705955;-0.60511553;0.34539065;0.065333836;-0.3555333;0.17426826;-0.07714266;-0.07027458;0.89;0.32317215;-0.02960974;-0.13753231;0.08178711;-0.03660986;-0.49774554;0.007770617;-0.03184418;0.12707484;0.047562018;0.2873008;0.16803594;-0.45597345;0.096450016;-0.62324864;0.021263564;-0.0707937;-0.13381225;0.31445467;-0.2189463;-0.07533579;-0.4775923;0.27225628;0.11846879;-0.51153356;0.36728704;-0.076096505;-0.15136817;0.0037891958
-2.2724726;2.9352257;-4.871394;2.419012;-1.5130218;-0.4806247;-2.126136;1.883507;-1.2972617;-5.4874244;2.9692402;-3.0554051;-0.31654367;-7.8628087;-2.2028005;-1.9323164;-2.2847483;0.32478726;-0.1831809;-0.03108531;0.7185043;0.89385015;-0.031631723;0.32291263;-0.058406405;-0.41164884;0.573803;0.17606728;175.9;1;-2.2724726;2.9352257;-4.871394;2.419012;-1.5130218;-0.4806247;-2.126136;1.883507;-1.2972617;-5.4874244;2.9692402;-3.0554051;-0.31654367;-7.8628087;-2.2028005;-1.9323164;-2.2847483;0.32478726;-0.1831809;-0.03108531;0.7185043;0.89385015;-0.031631723;0.32291263;-0.058406405;-0.41164884;0.573803;0.17606728;175.9;-0.36460012;0.6821305;-0.66139317;0.6070138;-0.3260589;-0.25095013;-0.3141578;0.3558001;-0.4814845;-1.0218797;0.8834003;-0.55605537;-0.30172223;-1.3417426;-2.21805;-0.4855947;-0.33715248;0.12391728;-0.14265676;-0.027614582;0.22833541;0.70547837;-0.024933899;0.5855323;-0.08403386;-0.8675893;0.56602144;0.37924075;0.7488983
